Carlos Alberto Torres,90,616000
Gianluca Zambrotta,87,366000
Emilio Butragueno,92,1448000
John Barnes,89,384000
Henrik Larsson,90,537000
Steven Gerrard,91,854000
Ashley Cole,89,563000
Claude Makelele,87,511000
Michael Laudrup,91,276000
Emilio Butragueno,90,1008000
Bobby Moore,89,186000
Andrea Pirlo,92,612000
Claude Makelele,90,892000
Patrick Vieira,86,1601000
Luis Hernandez,90,611000
Alessandro Del Piero,87,709000
Marcel Desailly,88,742000
Sol Campbell,85,579000
Marco Van Basten,89,239000
Diego Maradona,95,1734000
Nemanja Vidic,85,336000
Juan Sebastian Veron,88,352000
Socrates,91,905000
Puyol,86,227000
Juan Sebastian Veron,90,620000
Didier Drogba,87,520000
Alessandro Nesta,88,217000
George Best,88,919000
Javier Zanetti,92,638000
Hidetoshi Nakata,86,135000
Petr Cech,86,243000
Lothar Matthaus,91,1553000
Ronald Koeman,88,392000
Davor Suker,85,249000
