Lothar Matthaus,88,945000
Michael Essien,90,1447000
Marc Overmars,88,294000
Pep Guardiola,90,589000
Samuel Eto'O,87,1477000
Rui Costa,85,156000
John Barnes,87,173000
Andriy Shevchenko,88,167000
Alessandro Del Piero,92,673000
Ashley Cole,85,354000
Fabio Cannavaro,89,375000
Bastian Schweinsteiger,87,347000
Hidetoshi Nakata,85,125000
Edwin Van Der Sar,87,335000
Michael Ballack,91,1072000
Alessandro Nesta,90,240000
Puyol,92,406000
Christian Vieri,88,127000
Gennaro Gattuso,87,276000
Nemanja Vidic,90,732000
Ferenc Puskas,89,1615000
Thierry Henry,93,1859000
Michael Ballack,89,656000
Frank Lampard,88,185000
Davor Suker,87,343000
Michael Owen,88,271000
Edwin Van Der Sar,89,355000
Emmanuel Petit,90,877000
Andrea Pirlo,90,412000
Andrea Pirlo,88,289000
Fabio Cannavaro,92,821000
Pavel Nedved,91,532000
Fernando Hierro,91,353000
Eric Cantona,88,1521000
Michael Laudrup,89,129000
Patrick Kluivert,86,172000
Ronaldo Nazario,90,2101000
Hristo Stoichkov,87,434000
Xavi,90,543000
Gianfranco Zola,90,543000
Filippo Inzaghi,90,140000
Frank Rijkaard,88,427000
Roy Keane,86,217000
Rui Costa,88,180000
Emmanuel Petit,88,629000
Gary Lineker,87,144000
Roberto Baggio,93,613000
Frank Lampard,86,230000
Kenny Dalglish,87,911000
Ronald Koeman,85,178000
Alessandro Del Piero,90,589000
Miroslav Klose,87,135000
David Trezeguet,89,171000
Miroslav Klose,89,152000
Jay-Jay Okocha,85,262000
Laurent Blanc,85,892000
Rio Ferdinand,90,1286000
Emmanuel Petit,85,249000
Steven Gerrard,89,632000
Gheorghe Hagi,89,309000
Fernando Torres,88,751000
Henrik Larsson,87,121000
Filippo Inzaghi,87,126000
Deco,90,306000
Fernando Torres,91,1557000
Hristo Stoichkov,90,554000
Clarence Seedorf,88,847000
Roberto Carlos,88,638000
Clarence Seedorf,85,625000
Marco Van Basten,93,451000
Peter Schmeichel,86,153000
Robert Pires,85,152000
Peter Schmeichel,90,214000
Dennis Bergkamp,87,199000
Davor Suker,90,524000
Didier Drogba,89,495000
Ian Wright,89,298000
Laurent Blanc,91,815000
Hidetoshi Nakata,88,216000
Ruud Van Nistelrooy,90,170000
Rivaldo,92,547000
Gary Lineker,92,451000
Kenny Dalglish,90,1084000
Ruud Gullit,86,1061000
Hernan Crespo,90,685000
Luis Hernandez,85,326000
Luis Figo,88,499000
Garrincha,90,1035000
Christian Vieri,90,193000
Phillip Lahm,87,472000
Marc Overmars,86,144000
Clarence Seedorf,91,711000
Paul Scholes,91,362000
Dennis Bergkamp,92,595000
Phillip Lahm,89,999000
Hugo Sanchez,92,1042000
Marc Overmars,90,451000
Michael Ballack,86,407000
Marcel Desailly,87,914000
Patrick Kluivert,91,375000
Xavi,93,1286000
Ian Rush,87,161000
Gianluca Zambrotta,89,687000
Alan Shearer,89,163000
David Trezeguet,86,133000
Fernando Hierro,86,238000
Franco Baresi,93,404000
Pep Guardiola,85,221000
Roberto Carlos,91,987000
Bastian Schweinsteiger,89,435000
Hernan Crespo,85,184000
Lev Yashin,89,237000
Jay-Jay Okocha,90,498000
Hernan Crespo,87,267000
Socrates,89,497000
Patrick Kluivert,88,190000
Henrik Larsson,86,180000
Raul,92,901000
Rio Ferdinand,85,870000
Edwin Van Der Sar,91,491000
Gianfranco Zola,85,614000
Thierry Henry,87,525000
Gennaro Gattuso,89,367000
Thierry Henry,90,759000
Juan Sebastian Veron,86,240000
Ian Rush,89,169000
Claude Makelele,85,278000
Didier Drogba,91,1332000
Kaka,91,1284000
Socrates,87,402000
Michael Owen,86,148000
Lev Yashin,91,297000
Frank Rijkaard,86,226000
Pavel Nedved,86,312000
Frank Rijkaard,90,711000
David Beckham,89,451000
Deco,87,143000
Kenny Dalglish,92,1683000
Ruud Van Nistelrooy,92,308000
Jari Litmanen,90,205000
Paul Scholes,87,189000
Zinedine Zidane,91,1851000
Ryan Giggs,87,188000
Hristo Stoichkov,92,1287000
Carlos Alberto Torres,90,641000
Gianluca Zambrotta,87,365000
Emilio Butragueno,92,1427000
John Barnes,89,366000
Henrik Larsson,90,556000
Steven Gerrard,91,825000
Ashley Cole,89,542000
Claude Makelele,87,517000
Michael Laudrup,91,279000
Emilio Butragueno,90,991000
Bobby Moore,89,171000
Andrea Pirlo,92,570000
Claude Makelele,90,870000
Patrick Vieira,86,1610000
Luis Hernandez,90,629000
Alessandro Del Piero,87,699000
Marcel Desailly,88,749000
Sol Campbell,85,575000
Marco Van Basten,89,242000
Diego Maradona,95,1720000
Nemanja Vidic,85,347000
Juan Sebastian Veron,88,357000
Socrates,91,901000
Puyol,86,210000
Juan Sebastian Veron,90,624000
Didier Drogba,87,473000
Alessandro Nesta,88,216000
George Best,88,877000
Javier Zanetti,92,622000
Hidetoshi Nakata,86,131000
Petr Cech,86,242000
Lothar Matthaus,91,1536000
Ronald Koeman,88,371000
Davor Suker,85,247000
